,"Type","Date","Num","Adj","Name","Memo","Account Type","Account","Clr","Split","Debit","Credit","Balance"
,"Invoice","05-02-2024","MC05385",,"TAWALA SUPERMARKET LIMITED","-MULTIPLE-","Income","Zelia Bleach",,"Accounts Receivable","",2906.90,34023.47
,"Sales Receipt","05-02-2024","1787",,"Cash Sales","Zelia Bleach 500ML","Income","Zelia Bleach",,"Undeposited Funds",0.00,"",34023.47
,"Sales Receipt","05-02-2024","1788",,"Cash Sales","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",125.00,34148.47
,"Sales Receipt","05-02-2024","1791",,"The Hub Minimart","Zelia Bleach 500ML","Income","Zelia Bleach",,"Undeposited Funds","",606.00,34754.47
,"Sales Receipt","06-02-2024","1798",,"Cash Sales","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",118.00,34872.47
,"Sales Receipt","06-02-2024","1799",,"Cash Sales","Zelia Bleach 5L","Income","Zelia Bleach",,"Undeposited Funds","",800.00,35672.47
,"Sales Receipt","06-02-2024","1800",,"Mama Amina","Zelia Bleach 500ML","Income","Zelia Bleach",,"Undeposited Funds","",606.00,36278.47
,"Sales Receipt","06-02-2024","1808",,"Cash Sales","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",105.00,36383.47
,"Sales Receipt","07-02-2024","1809",,"Cash Sales","Zelia Bleach 5L","Income","Zelia Bleach",,"Undeposited Funds","",800.00,37183.47
,"Sales Receipt","08-02-2024","1814",,"Cash Sales","Zelia Bleach 500ML","Income","Zelia Bleach",,"Undeposited Funds",0.00,"",37183.47
,"Sales Receipt","08-02-2024","1815",,"Cash Sales","Zelia Bleach 500ML","Income","Zelia Bleach",,"Undeposited Funds",0.00,"",37183.47
,"Invoice","12-02-2024","MC05396",,"OFFSHORE GLOBAL LOGISTICS LIMITED","Zelia Bleach 5L","Income","Zelia Bleach",,"Accounts Receivable","",1491.38,38674.85
,"Invoice","12-02-2024","MC05400",,"KASAMAT INVESTMENTS LTD","Zelia Bleach 500ML","Income","Zelia Bleach",,"Accounts Receivable","",610.34,39285.19
,"Sales Receipt","12-02-2024","1824",,"Cash Sales","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds",0.00,"",39285.19
,"Sales Receipt","13-02-2024","1834",,"Cash Sales","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",236.00,39521.19
,"Invoice","14-02-2024","MC05405",,"MUHINDI MWEUSI SUPERMARKET LIMITED","Zelia Bleach 500ML","Income","Zelia Bleach",,"Accounts Receivable","",610.35,40131.54
,"Invoice","14-02-2024","MC05406",,"MUHINDI MWEUSI SUPERMARKET LIMITED","Zelia Bleach 500ML","Income","Zelia Bleach",,"Accounts Receivable","",1220.69,41352.23
,"Sales Receipt","14-02-2024","1838",,"Cash Sales","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds",0.00,"",41352.23
,"Sales Receipt","15-02-2024","1839",,"Cash Sales","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",118.00,41470.23
,"Sales Receipt","16-02-2024","1847",,"Gidesh Supermarket","-MULTIPLE-","Income","Zelia Bleach",,"Undeposited Funds","",1266.00,42736.23
,"Sales Receipt","16-02-2024","1848",,"Cash Sales","Zelia Bleach 500ML","Income","Zelia Bleach",,"Undeposited Funds","",150.00,42886.23
,"Sales Receipt","16-02-2024","1849",,"Cash Sales","Zelia Bleach 500ML","Income","Zelia Bleach",,"Undeposited Funds","",312.00,43198.23
,"Sales Receipt","16-02-2024","1852",,"Nuclear Supermarket","-MULTIPLE-","Income","Zelia Bleach",,"Undeposited Funds","",1266.00,44464.23
,"Sales Receipt","17-02-2024","1851",,"MumsCereal and General Stores","-MULTIPLE-","Income","Zelia Bleach",,"Undeposited Funds","",633.00,45097.23
,"Sales Receipt","19-02-2024","1853",,"Restoration Traders","-MULTIPLE-","Income","Zelia Bleach",,"Undeposited Funds","",3588.00,48685.23
,"Sales Receipt","21-02-2024","1855",,"Cash Sales","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",135.00,48820.23
,"Sales Receipt","21-02-2024","1856",,"Cash Sales","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",235.00,49055.23
,"Sales Receipt","21-02-2024","1861",,"Cash Sales","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",405.00,49460.23
,"Invoice","23-02-2024","MC05443",,"DAILY CHAMPIONS MINI SUPERMARKET LIMITED","Zelia Bleach 500ML","Income","Zelia Bleach",,"Accounts Receivable","",527.59,49987.82
,"Sales Receipt","26-02-2024","1873",,"mamkon minimart","Zelia Bleach 500ML","Income","Zelia Bleach",,"Undeposited Funds","",202.00,50189.82
,"Sales Receipt","26-02-2024","1877",,"Cash Sales","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",118.00,50307.82
,"Sales Receipt","27-02-2024","1879",,"Cash Sales","Zelia Bleach 5L","Income","Zelia Bleach",,"Undeposited Funds","",700.00,51007.82
,"Sales Receipt","27-02-2024","1880",,"Cash Sales","Zelia Bleach 5L","Income","Zelia Bleach",,"Undeposited Funds","",700.00,51707.82
,"Sales Receipt","27-02-2024","1881",,"Gure Yare Shop Nasra","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",1476.00,53183.82
,"Sales Receipt","29-02-2024","1890",,"Cash Sales","-MULTIPLE-","Income","Zelia Bleach",,"Undeposited Funds","",1530.00,54713.82
,"Sales Receipt","29-02-2024","AT185",,"Cash Sales","Zelia Bleach 500ML","Income","Zelia Bleach",,"Undeposited Funds","",2847.36,57561.18
,"Sales Receipt","04-03-2024","2003",,"Cash Sales","Zelia Bleach 500ML","Income","Zelia Bleach",,"Undeposited Funds","",79.00,57640.18
,"Invoice","05-03-2024","MC05471",,"PRICE CHOPPER STORES LIMITED","-MULTIPLE-","Income","Zelia Bleach",,"Accounts Receivable","",1267.25,58907.43
,"Sales Receipt","06-03-2024","2026",,"Mama Amina","-MULTIPLE-","Income","Zelia Bleach",,"Undeposited Funds","",1266.00,60173.43
,"Sales Receipt","06-03-2024","2027",,"Khalifa Shop","Zelia Bleach 500ML","Income","Zelia Bleach",,"Undeposited Funds","",1056.00,61229.43
,"Invoice","07-03-2024","MC05477",,"OFFSHORE GLOBAL LOGISTICS LIMITED","Zelia Bleach 5L","Income","Zelia Bleach",,"Accounts Receivable","",2237.07,63466.50
,"Sales Receipt","07-03-2024","2029",,"Cash Sales","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",110.00,63576.50
,"Sales Receipt","07-03-2024","2033",,"Cash Sales","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",110.00,63686.50
,"Sales Receipt","07-03-2024","2037",,"Cash Sales","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",110.00,63796.50
,"Sales Receipt","08-03-2024","2041",,"Cash Sales","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",220.00,64016.50
,"Sales Receipt","08-03-2024","2046",,"Cash Sales","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",110.00,64126.50
,"Sales Receipt","08-03-2024","2047",,"Cash Sales","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",118.00,64244.50
,"Sales Receipt","11-03-2024","2049",,"MWASPART AIRWAYS","-MULTIPLE-","Income","Zelia Bleach",,"Undeposited Funds","",1266.00,65510.50
,"Sales Receipt","11-03-2024","2052",,"Cash Sales","Zelia Bleach 500ML","Income","Zelia Bleach",,"Undeposited Funds",0.00,"",65510.50
,"Sales Receipt","11-03-2024","2053",,"Cash Sales","Zelia Bleach 5L","Income","Zelia Bleach",,"Undeposited Funds","",750.00,66260.50
,"Sales Receipt","11-03-2024","2055",,"Beta Traders","-MULTIPLE-","Income","Zelia Bleach",,"Undeposited Funds","",1266.00,67526.50
,"Sales Receipt","11-03-2024","2056",,"Nasib Wholesallers","Zelia Bleach 500ML","Income","Zelia Bleach",,"Undeposited Funds","",2112.00,69638.50
,"Sales Receipt","13-03-2024","2058",,"Cash Sales","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",110.00,69748.50
,"Sales Receipt","13-03-2024","2059",,"Cash Sales","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",135.00,69883.50
,"Sales Receipt","14-03-2024","2063",,"Cash Sales","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",135.00,70018.50
,"Sales Receipt","14-03-2024","2065",,"Cash Sales","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",118.00,70136.50
,"Sales Receipt","14-03-2024","2067",,"Nzurimart wholesale","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",123.00,70259.50
,"Sales Receipt","18-03-2024","2074",,"Cash Sales","Zelia Bleach 5L","Income","Zelia Bleach",,"Undeposited Funds","",700.00,70959.50
,"Invoice","19-03-2024","MC05502",,"Tupo Mart Limited","Zelia Bleach 500ML","Income","Zelia Bleach",,"Accounts Receivable","",527.59,71487.09
,"Invoice","20-03-2024","MC05507",,"DAILY CHAMPIONS MINI SUPERMARKET LIMITED","Zelia Bleach 500ML","Income","Zelia Bleach",,"Accounts Receivable","",527.59,72014.68
,"Sales Receipt","20-03-2024","2083",,"Cash Sales","Zelia Bleach 5L","Income","Zelia Bleach",,"Undeposited Funds","",800.00,72814.68
,"Sales Receipt","20-03-2024","2087",,"Pambazuka Mart (K) Limited","-MULTIPLE-","Income","Zelia Bleach",,"Undeposited Funds","",3588.00,76402.68
,"Sales Receipt","20-03-2024","2093",,"Cash Sales","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",193.00,76595.68
,"Sales Receipt","21-03-2024","2092",,"Norham Groceries","Zelia Bleach 500ML","Income","Zelia Bleach",,"Undeposited Funds","",528.00,77123.68
,"Sales Receipt","21-03-2024","2101",,"Raymart Minimart","Zelia Bleach 500ML","Income","Zelia Bleach",,"Undeposited Funds","",264.00,77387.68
,"Sales Receipt","25-03-2024","2099",,"Cash Sales","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds",0.00,"",77387.68
,"Sales Receipt","26-03-2024","2108",,"Cash Sales","Zelia Bleach 5L","Income","Zelia Bleach",,"Undeposited Funds","",700.00,78087.68
,"Sales Receipt","28-03-2024","2118",,"Cash Sales","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",150.00,78237.68
,"Sales Receipt","28-03-2024","2127",,"Cash Sales","Zelia Bleach 500ML","Income","Zelia Bleach",,"Undeposited Funds",0.00,"",78237.68
,"Sales Receipt","28-03-2024","2129",,"Cash Sales","Zelia Bleach 5L","Income","Zelia Bleach",,"Undeposited Funds","",550.00,78787.68
,"Sales Receipt","02-04-2024","2132",,"Cash Sales","Zelia Bleach 5L","Income","Zelia Bleach",,"Undeposited Funds","",615.00,79402.68
,"Invoice","04-04-2024","MC05564",,"Azaavi Collections Limited","Zelia Bleach 750ML","Income","Zelia Bleach",,"Accounts Receivable","",120.69,79523.37
,"Sales Receipt","04-04-2024","2149",,"Cash Sales","Zelia Bleach 5L","Income","Zelia Bleach",,"Undeposited Funds","",550.00,80073.37
,"Sales Receipt","05-04-2024","2157",,"Cash Sales","Zelia Bleach 500ML","Income","Zelia Bleach",,"Undeposited Funds","",200.00,80273.37
,"Sales Receipt","05-04-2024","2161",,"Cash Sales","Zelia Bleach 500ML","Income","Zelia Bleach",,"Undeposited Funds","",110.00,80383.37
,"Sales Receipt","05-04-2024","AT 193",,"JUDY USENGE","Zelia Bleach 500ML","Income","Zelia Bleach",,"Undeposited Funds","",8448.00,88831.37
,"Sales Receipt","08-04-2024","2164",,"Kangundo Briolly Bookshop","Zelia Bleach 500ML","Income","Zelia Bleach",,"Undeposited Funds","",88.00,88919.37
,"Sales Receipt","08-04-2024","2165",,"Cash Sales","Zelia Bleach 5L","Income","Zelia Bleach",,"Undeposited Funds","",700.00,89619.37
,"Sales Receipt","08-04-2024","2166",,"Cash Sales","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",118.00,89737.37
,"Sales Receipt","11-04-2024","2173",,"Cash Sales","Zelia Bleach 5L","Income","Zelia Bleach",,"Undeposited Funds","",700.00,90437.37
,"Sales Receipt","11-04-2024","2205",,"Gure Yare Shop Nasra","-MULTIPLE-","Income","Zelia Bleach",,"Undeposited Funds","",3588.00,94025.37
,"Sales Receipt","12-04-2024","2175",,"Tekonstruct LTD","Zelia Bleach 5L","Income","Zelia Bleach",,"Undeposited Funds","",615.00,94640.37
,"Sales Receipt","12-04-2024","2176",,"Cash Sales","Zelia Bleach 5L","Income","Zelia Bleach",,"Undeposited Funds","",1230.00,95870.37
,"Sales Receipt","12-04-2024","2185",,"Mamken Minimart","-MULTIPLE-","Income","Zelia Bleach",,"Undeposited Funds","",1266.00,97136.37
,"Sales Receipt","12-04-2024","2186",,"Kandara minimart","-MULTIPLE-","Income","Zelia Bleach",,"Undeposited Funds","",1266.00,98402.37
,"Sales Receipt","15-04-2024","2189",,"Deep Store","Zelia Bleach 500ML","Income","Zelia Bleach",,"Undeposited Funds","",1056.00,99458.37
,"Sales Receipt","15-04-2024","2190",,"Cash Sales","Zelia Bleach 500ML","Income","Zelia Bleach",,"Undeposited Funds","",150.00,99608.37
,"Sales Receipt","15-04-2024","2191",,"Cash Sales","Zelia Bleach 5L","Income","Zelia Bleach",,"Undeposited Funds","",700.00,100308.37
,"Sales Receipt","15-04-2024","2193",,"Diaspora Diaries","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",246.00,100554.37
,"Sales Receipt","15-04-2024","2200",,"Cash Sales","Zelia Bleach 500ML","Income","Zelia Bleach",,"Undeposited Funds","",110.00,100664.37
,"Sales Receipt","17-04-2024","2215",,"Best Ratino Stores","Zelia Bleach 5L","Income","Zelia Bleach",,"Undeposited Funds","",2460.00,103124.37
,"Sales Receipt","17-04-2024","2218",,"Maida Minimart","Zelia Bleach 500ML","Income","Zelia Bleach",,"Undeposited Funds","",264.00,103388.37
,"Invoice","19-04-2024","MC05610",,"DISII TRADERS LTD","Zelia Bleach 500ML","Income","Zelia Bleach",,"Accounts Receivable","",1055.17,104443.54
,"Sales Receipt","19-04-2024","2231",,"Cash Sales","Zelia Bleach 500ML","Income","Zelia Bleach",,"Undeposited Funds","",158.00,104601.54
,"Sales Receipt","19-04-2024","2236",,"Restoration Traders","-MULTIPLE-","Income","Zelia Bleach",,"Undeposited Funds","",2532.00,107133.54
,"Invoice","22-04-2024","MC05622",,"KASAMAT INVESTMENTS LTD","Zelia Bleach 500ML","Income","Zelia Bleach",,"Accounts Receivable","",351.73,107485.27
,"Sales Receipt","23-04-2024","2251",,"Cash Sales","Zelia Bleach 500ML","Income","Zelia Bleach",,"Undeposited Funds","",100.00,107585.27
,"Invoice","24-04-2024","MC05630",,"Mumsha Supamat","Zelia Bleach 500ML","Income","Zelia Bleach",,"Accounts Receivable","",522.41,108107.68
,"Invoice","24-04-2024","MC05636",,"Maji Asili Limited","-MULTIPLE-","Income","Zelia Bleach",,"Accounts Receivable","",3589.66,111697.34
,"Sales Receipt","24-04-2024","2259",,"Muleshe Wholesallers","Zelia Bleach 500ML","Income","Zelia Bleach",,"Undeposited Funds","",1056.00,112753.34
,"Sales Receipt","25-04-2024","2268",,"Mama Amina","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",738.00,113491.34
,"Sales Receipt","26-04-2024","2270",,"Cash Sales","Zelia Bleach 5L","Income","Zelia Bleach",,"Undeposited Funds","",700.00,114191.34
,"Sales Receipt","29-04-2024","2273",,"Blessed Shop","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",123.00,114314.34
,"Sales Receipt","29-04-2024","2275",,"Cash Sales","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",118.00,114432.34
,"Credit Note","29-04-2024","CN01059",,"TAWALA SUPERMARKET LIMITED","Zelia Bleach 750ML","Income","Zelia Bleach",,"Accounts Receivable",1686.21,"",112746.13
,"Sales Receipt","29-04-2024","2280",,"Cash Sales","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",110.00,112856.13
,"Invoice","30-04-2024","MC05652",,"OFFSHORE GLOBAL LOGISTICS LIMITED","Zelia Bleach 5L","Income","Zelia Bleach",,"Accounts Receivable","",2237.07,115093.20
,"Sales Receipt","30-04-2024","2283",,"Cash Sales","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",110.00,115203.20
,"Sales Receipt","02-05-2024","2287",,"5pm Hotel","Zelia Bleach 500ML","Income","Zelia Bleach",,"Undeposited Funds","",77.19,115280.39
,"Sales Receipt","02-05-2024","2290",,"Mama Amina","Zelia Bleach 500ML","Income","Zelia Bleach",,"Undeposited Funds","",528.00,115808.39
,"Sales Receipt","02-05-2024","2296",,"Tawakal Wholesale Eastleigh","Zelia Bleach 500ML","Income","Zelia Bleach",,"Undeposited Funds","",2112.00,117920.39
,"Sales Receipt","03-05-2024","2303",,"Cash Sales","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",110.00,118030.39
,"Sales Receipt","05-05-2024","2308",,"Cash Sales","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",150.00,118180.39
,"Sales Receipt","07-05-2024","2316",,"Cash Sales","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",948.00,119128.39
,"Sales Receipt","08-05-2024","2321",,"Cash Sales","Zelia Bleach 500ML","Income","Zelia Bleach",,"Undeposited Funds","",100.00,119228.39
,"Sales Receipt","08-05-2024","2323",,"Cash Sales","Zelia Bleach 5L","Income","Zelia Bleach",,"Undeposited Funds","",750.00,119978.39
,"Sales Receipt","10-05-2024","1918",,"Cash Sales","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",280.00,120258.39
,"Sales Receipt","13-05-2024","2344",,"Cash Sales","Zelia Bleach 500ML","Income","Zelia Bleach",,"Undeposited Funds","",1056.00,121314.39
,"Sales Receipt","13-05-2024","2346",,"Garumo Wholesallers","Zelia Bleach 500ML","Income","Zelia Bleach",,"Undeposited Funds","",2112.00,123426.39
,"Sales Receipt","13-05-2024","2356",,"The Hub Minimart","-MULTIPLE-","Income","Zelia Bleach",,"Undeposited Funds","",1794.00,125220.39
,"Sales Receipt","13-05-2024","1920",,"Cash Sales","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",110.00,125330.39
,"Sales Receipt","13-05-2024","1924",,"Cash Sales","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",110.00,125440.39
,"Sales Receipt","14-05-2024","2355",,"Beraccah Wholesallers","Zelia Bleach 500ML","Income","Zelia Bleach",,"Undeposited Funds","",1056.00,126496.39
,"Sales Receipt","16-05-2024","2370",,"Imani General Store","Zelia Bleach 500ML","Income","Zelia Bleach",,"Undeposited Funds","",528.00,127024.39
,"Sales Receipt","16-05-2024","1930",,"Cash Sales","Zelia Bleach 5L","Income","Zelia Bleach",,"Undeposited Funds","",700.00,127724.39
,"Sales Receipt","17-05-2024","1934",,"Cash Sales","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",110.00,127834.39
,"Sales Receipt","20-05-2024","1939",,"Nuclear Supermarket","Zelia Bleach 500ML","Income","Zelia Bleach",,"Undeposited Funds","",528.00,128362.39
,"Sales Receipt","22-05-2024","1952",,"Cash Sales","Zelia Bleach 5L","Income","Zelia Bleach",,"Undeposited Funds","",700.00,129062.39
,"Sales Receipt","23-05-2024","1955",,"Cash Sales","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",110.00,129172.39
,"Sales Receipt","23-05-2024","1963",,"Safa Shop","Zelia Bleach 500ML","Income","Zelia Bleach",,"Undeposited Funds","",1056.00,130228.39
,"Sales Receipt","24-05-2024","2381",,"Cash Sales","Zelia Bleach 5L","Income","Zelia Bleach",,"Undeposited Funds","",700.00,130928.39
,"Invoice","28-05-2024","MC05765",,"TAWALA SUPERMARKET LIMITED","Zelia Bleach 500ML","Income","Zelia Bleach",,"Accounts Receivable","",1055.17,131983.56
,"Sales Receipt","28-05-2024","2389",,"Restoration Traders","-MULTIPLE-","Income","Zelia Bleach",,"Undeposited Funds","",3588.00,135571.56
,"Sales Receipt","29-05-2024","2390",,"Cash Sales","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",220.00,135791.56
,"Sales Receipt","29-05-2024","1971",,"Freshfinds Wholesale","-MULTIPLE-","Income","Zelia Bleach",,"Undeposited Funds","",1266.00,137057.56
,"Invoice","30-05-2024","MC05776",,"OFFSHORE GLOBAL LOGISTICS LIMITED","Zelia Bleach 5L","Income","Zelia Bleach",,"Accounts Receivable","",1491.38,138548.94
,"Sales Receipt","31-05-2024","1975",,"Cash Sales","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",118.00,138666.94
,"Sales Receipt","31-05-2024","1976",,"Cash Sales","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds",0.00,"",138666.94
,"Sales Receipt","03-06-2024","2399",,"Cash Sales","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",109.00,138775.94
,"Sales Receipt","03-06-2024","1975",,"Cash Sales","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",118.00,138893.94
,"Sales Receipt","03-06-2024","1983",,"Marris Mini mart","Zelia Bleach 500ML","Income","Zelia Bleach",,"Undeposited Funds","",528.00,139421.94
,"Sales Receipt","04-06-2024","1985",,"Cash Sales","Zelia Bleach 5L","Income","Zelia Bleach",,"Undeposited Funds","",800.00,140221.94
,"Sales Receipt","04-06-2024","2742",,"Arwa Wholesale","-MULTIPLE-","Income","Zelia Bleach",,"Undeposited Funds","",1794.00,142015.94
,"Sales Receipt","05-06-2024","1989",,"Cash Sales","Zelia Bleach 750ML","Income","Zelia Bleach",,"Undeposited Funds","",110.00,142125.94
